Artist,Album,Song,Date Played,Song ID,Unnamed: 5,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Frédéric Chopin,Chopin: Nocturnes,Nocturne No. 6 in G minor Op. 15 No. 3,2022-04-27 20:06,61YM5SkqqeUjIBL7It56cs,,0.446,0.0146,10.0,-31.047,1.0,0.12,0.991,0.945,0.116,0.0815,137.697,302269.0,1.0
Wolfgang Amadeus Mozart,Mozart: Requiem,Requiem in D Minor K. 626: 3. Sequentia: Dies irae - Live,2022-04-27 20:04,3By9jCy6b4dv5XnlhvIWwx,,0.272,0.346,0.0,-14.01,0.0,0.0317,0.926,0.931,0.0772,0.24,79.773,134747.0,4.0
Fritz Kreisler,Queen Elisabeth Competition : Violin 2009,Devil’s Trill Sonata - Live,2022-04-27 19:49,5gMXd0U6mhIqZWLfkGil3X,,0.302,0.113,7.0,-23.112,0.0,0.05,0.973,0.16,0.122,0.114,101.106,816373.0,4.0
Franz Liszt,Liszt: Piano Concertos Nos. 1 & 2; Totentanz,Totentanz S. 525,2022-04-27 19:33,2xxaUPuAv3HKho4IP4p9Yn,,0.371,0.138,2.0,-23.655,0.0,0.039,0.965,0.722,0.0505,0.0964,101.211,906227.0,4.0
Pyotr Ilyich Tchaikovsky,Tchaikovsky: The Nutcracker,Tchaikovsky: The Nutcracker Op. 71 Act II: No. 14c Pas de deux. Variation II Dance of the Sugar Plum Fairy,2022-04-27 19:27,2oUX4i8ByoaDrHHz9z5Bga,,0.139,0.148,7.0,-18.882,1.0,0.0386,0.929,0.954,0.106,0.0788,142.536,306533.0,3.0
Benno Ebann,Old Waltzes,Daydream,2022-04-27 19:21,6gK4s8uaLTRBLwbSNivzRv,,0.257,0.124,5.0,-18.612,0.0,0.0423,0.99,0.89,0.0768,0.0824,73.734,304160.0,3.0
Sergei Prokofiev,I Don't Like Classical Music but I Really Like This!,No. 13 Dance of the Knights,2022-04-27 19:16,2LiWNkeUOAeibGxJKxmjsD,,0.199,0.0677,0.0,-20.879,1.0,0.039,0.786,0.738,0.225,0.145,78.866,307827.0,3.0
Ludwig van Beethoven,Beethoven: Triple Concerto; Overtures,Coriolan Op. 62: Overture,2022-04-27 18:44,363LVCWmC8oafSBJXsJgB7,,0.259,0.172,5.0,-17.061,0.0,0.038,0.726,0.901,0.108,0.148,76.361,537507.0,4.0
Pyotr Ilyich Tchaikovsky,Tchaikovsky For The Road,Valse Sentimentale Op.51 No.6,2022-04-27 18:38,1qe1mHUozUo7PoMBBLnr3i,,0.214,0.005,9.0,-32.709,0.0,0.0428,0.99,0.44,0.0719,0.13,82.204,137000.0,4.0
Pyotr Ilyich Tchaikovsky,Tchaikovsky: Swan Lake Op. 20 (Complete),Swan Lake Op. 20 Act II No. 10: Scène (Moderato - Più mossoe),2022-04-27 18:35,2xizRhme7pYeITbH1NLLGt,,0.136,0.164,4.0,-18.756,0.0,0.0364,0.911,0.916,0.109,0.071,58.303,166867.0,4.0
Ludwig van Beethoven,Beethoven Van L.: Symphonies Nos. 2 and 7,Symphony No. 7 in A Major Op. 92: II. Allegretto,2022-04-27 18:25,0FNnU4R2Hx6OBfjejoLgDV,,0.326,0.0874,11.0,-20.437,0.0,0.0524,0.955,0.854,0.121,0.192,83.565,40680.0,5.0
Giuseppe Verdi,Verdi Requiem,Dies irae,2022-04-27 18:23,3By9jCy6b4dv5XnlhvIWwx,,0.272,0.346,0.0,-14.01,0.0,0.0317,0.926,0.931,0.0772,0.24,79.773,134747.0,4.0
Wolfgang Amadeus Mozart,Requiem - Music To Die For,Lacrimosa,2022-04-27 18:20,1UvaZaHkh3D9AkmBrrnbFg,,0.0847,0.0856,2.0,-24.716,0.0,0.0405,0.964,0.592,0.289,0.0764,84.245,205493.0,4.0
Camille Saint-Saëns,French Festival,Danse Macabre,2022-04-27 18:11,1IM8x4lxZVOOP9gpQD6c5s,,0.442,0.181,7.0,-20.419,0.0,0.0443,0.906,0.656,0.0598,0.172,115.884,432133.0,4.0
Antonín Dvořák,Dvorák: Symphony No.9  Op.95 B. 178 From the New World / Smetana: The Moldau,Symphony no. 9 in E minor op. 95 B. 178 From The New World: 4. Allegro con fuoco,2022-04-27 17:55,6nqHzwOdGIaX57U6VU6kMO,,0.236,0.163,4.0,-15.639,0.0,0.0348,0.901,0.737,0.124,0.114,141.518,685000.0,4.0
JID,DiCaprio 2,Skrawberries (feat. BJ The Chicago Kid),2022-04-19 14:49,076jPFqxYEu1me4zsTBWJ0,,0.613,0.77,6.0,-4.197,0.0,0.209,0.0951,0.0,0.076,0.505,80.969,218892.0,4.0
Common,Be,Be (Intro),2022-04-16 5:15,11aFVmFy8903RwDx4ohQiq,,0.62,0.755,7.0,-8.439,0.0,0.0917,0.225,0.0,0.468,0.191,93.703,144200.0,4.0
jhfly,jhfly,for you,2022-04-16 4:06,2iGqmP4YP3hrx3ij9jvZsG,,0.886,0.494,10.0,-8.844,0.0,0.0899,0.736,0.0576,0.28,0.495,125.97,188611.0,4.0
Elior,Walls,Savour,2022-04-16 4:00,28OQl7z6GdyB6AvVwaB68s,,0.591,0.251,0.0,-12.658,1.0,0.552,0.916,0.0,0.248,0.491,72.285,118251.0,3.0
barnes blvd.,Last Summer,Intro,2022-04-16 3:54,5xsEVFoXggTCGdeHRoCy5t,,0.681,0.354,0.0,-18.491,1.0,0.0263,0.0154,2.11e-05,0.246,0.936,107.099,222267.0,4.0
WYS,Evermore,Mourning Dove,2022-04-16 3:51,56tMrrYnsh51Y7mbDZT1oS,,0.654,0.535,6.0,-11.861,0.0,0.0429,0.771,0.908,0.0879,0.183,139.932,141159.0,4.0
goosetaf,Latibule,Somewhere Away,2022-04-16 3:36,7K3jMDL1rHZBt6HU3GYD1X,,0.334,0.285,3.0,-8.541,1.0,0.0331,0.903,1.04e-05,0.202,0.321,118.342,216773.0,4.0
Chiccote'S Beats,17 Vol. 2,Lonely,2022-04-16 3:24,1XRmAHE0zgMhpTZOfnJUcU,,0.927,0.686,4.0,-6.828,0.0,0.178,0.0651,0.000102,0.106,0.568,121.02,207440.0,4.0
idealism,Unthinkable,Unthinkable,2022-04-16 3:22,2lnuEN52eBlzoU648T1DUV,,0.52,0.184,0.0,-13.371,1.0,0.0299,0.87,0.0,0.0993,0.257,138.521,297133.0,4.0
Sitting Duck,Wonderland Chapter 1,Be Kind,2022-04-16 3:19,0B2X9uhZuEtdKbeavA3oxq,,0.569,0.667,1.0,-6.95,1.0,0.331,0.0372,0.0,0.0913,0.265,86.637,137500.0,4.0
Tenno,Journey,Journey,2022-04-16 3:10,5LyFTf7KMD3CsRA7B5gzEm,,0.503,0.889,0.0,-8.447,1.0,0.0826,0.00476,0.000759,0.67,0.472,119.289,265000.0,4.0
Delayde,finding solitude,a brief goodbye,2022-04-16 3:08,2seWI7halaSo9XYWzldx7h,,0.457,0.761,7.0,-9.658,1.0,0.0342,0.000191,0.412,0.121,0.469,81.991,237760.0,4.0
idealism,hiraeth,ikigai,2022-04-16 3:06,6o7phyVV9ywtZ48SUd9BbI,,0.412,0.391,8.0,-17.141,1.0,0.0558,0.753,0.854,0.14,0.293,65.961,149610.0,3.0
Dontcry,Echo Park,Echo Park,2022-04-16 3:00,0pvfhcqCJj8DT4vpI5U1Kn,,0.719,0.372,2.0,-10.34,1.0,0.0265,0.87,9.14e-05,0.176,0.607,100.387,222733.0,4.0
Elior,Walls,Liza,2022-04-16 2:52,4h65lY8ag4Kw4BZce8IpUh,,0.855,0.61,8.0,-6.218,0.0,0.047,0.0066,0.504,0.304,0.472,99.995,144065.0,4.0
idealism,last time,last time,2022-04-16 2:46,4ZwCdSqfhu5dqdsJz8L6id,,0.377,0.115,7.0,-22.698,1.0,0.0514,0.814,0.865,0.126,0.0998,77.59,171429.0,4.0
Smoke Trees,Chillhop Daydreams,Takondwa,2022-04-16 2:44,5skAQdEOEjdRVBcNtMtExs,,0.178,0.752,2.0,-7.201,1.0,0.0509,0.11,0.888,0.117,0.411,63.986,436171.0,4.0
idealism,hiraeth,a moment of silence,2022-04-16 2:32,1clKbPcDdAyAhNE6DxHvdB,,0.452,0.24,2.0,-20.509,1.0,0.0595,0.238,0.874,0.282,0.131,102.048,131300.0,5.0
idealism,hiraeth,Falling Asleep at 3:37am,2022-04-16 2:18,1co2vN99Hzfj7rw9vcBu4B,,0.371,0.297,7.0,-13.792,1.0,0.0591,0.816,0.726,0.165,0.136,80.773,134450.0,4.0
Lil Durk,7220,Broadway Girls (feat. Morgan Wallen),2022-04-15 18:05,7qTaDOcld0VmBWXnkbUj45,,0.659,0.745,10.0,-3.599,1.0,0.0347,0.0417,0.0,0.296,0.54,74.967,185600.0,4.0
Dave,Psychodrama,Drama,2022-04-15 5:35,3xyOv3WrB1l7qh7ZsmFPCU,,0.509,0.478,11.0,-8.744,0.0,0.228,0.91,2.35e-06,0.403,0.173,83.342,423587.0,4.0
Dave,Psychodrama,Voices,2022-04-15 5:31,5RddtQFzrWNIXlxGuH1Hcx,,0.461,0.803,2.0,-8.35,1.0,0.0601,0.139,0.0,0.0656,0.891,137.656,163147.0,4.0
Dave,Psychodrama,Lesley (feat. Ruelle),2022-04-15 5:20,5F0Bf5M5lTO8SwfRQai4or,,0.504,0.466,7.0,-9.451,0.0,0.213,0.862,0.0,0.135,0.509,88.672,667707.0,4.0
Dave,Psychodrama,Environment,2022-04-15 5:16,7l1P6WtVtq1zQMq6qazNA4,,0.497,0.491,11.0,-10.133,0.0,0.461,0.543,0.0,0.448,0.522,84.268,202733.0,4.0
Dave,Psychodrama,Disaster (feat. J Hus),2022-04-15 5:07,1aT77oQQGBLFaIwlGYEoX5,,0.545,0.775,8.0,-6.26,0.0,0.261,0.0428,2.58e-06,0.332,0.581,157.164,195669.0,4.0
Dave,Psychodrama,Purple Heart,2022-04-15 5:00,2HUW8dnie8O8JkDzbo7Ivs,,0.714,0.791,1.0,-6.754,0.0,0.208,0.123,5.36e-05,0.491,0.666,142.084,164133.0,4.0
Dave,Psychodrama,Streatham,2022-04-15 4:55,43YkCoG2SRYaN1fDNUwNMN,,0.708,0.585,10.0,-11.27,1.0,0.372,0.518,5.85e-06,0.154,0.166,88.168,405049.0,4.0
Dave,Psychodrama,Psycho,2022-04-15 4:50,0FWAIRd9Uz5uNek7cALYNC,,0.696,0.589,2.0,-7.233,1.0,0.388,0.516,0.0,0.29,0.58,94.016,248947.0,4.0
Belly,See You Next Wednesday,Belly The Weeknd - Die For It (ft. Nas),2022-04-14 2:46,3JvdrCezbM6DQOjNiBiX5q,,0.689,0.487,5.0,-9.585,0.0,0.0791,0.371,0.0,0.428,0.215,97.043,199887.0,4.0
Bas,The Jackie (with J. Cole & Lil Tjay),The Jackie (with J. Cole & Lil Tjay),2022-04-14 2:35,2BJWxD8xKrDv8vneTvTIm9,,0.498,0.625,8.0,-7.452,0.0,0.342,0.054,0.0,0.175,0.478,84.821,150000.0,4.0
Drama B,Bang,Bang,2022-04-13 22:51,6kaKPeXV3kUE1wGCtdsiTh,,0.804,0.655,7.0,-7.124,1.0,0.0634,0.0627,0.000145,0.281,0.145,97.523,158525.0,4.0
Polo G,Hall of Fame 2.0,Young N Dumb,2022-04-13 22:48,1VLtjHwRWOVJiE5Py7JxoQ,,0.832,0.534,1.0,-7.813,0.0,0.253,0.345,0.0,0.165,0.116,93.924,132833.0,4.0
Kash XO,WET,Wet,2022-04-13 22:45,6PTDhamliUv2la9RGM4K24,,0.772,0.819,11.0,-7.386,1.0,0.274,0.611,0.0,0.615,0.427,94.944,61449.0,4.0
Pop Smoke,Shoot for the Stars Aim for the Moon (Deluxe),Hello (feat. A Boogie wit da Hoodie),2022-04-13 22:41,2r6OAV3WsYtXuXjvJ1lIDi,,0.905,0.647,10.0,-5.065,0.0,0.107,0.0187,0.0,0.282,0.367,130.97,190534.0,4.0
Juice WRLD,Already Dead,Already Dead,2022-04-13 18:49,1hB3M3POeKMLxcEFEvPeqU,,0.744,0.495,1.0,-6.311,1.0,0.0634,0.0216,0.0,0.111,0.128,83.51,231221.0,4.0
Charlie Puth,Light Switch (Instrumental),Light Switch,2022-04-13 17:25,1jEBSDN5vYViJQr78W7jr2,,0.689,0.627,6.0,-5.692,1.0,0.308,0.105,0.000321,0.0905,0.905,184.008,187704.0,4.0
Adele,30,Oh My God,2022-04-13 17:20,3Kkjo3cT83cw09VJyrLNwX,,0.534,0.725,1.0,-3.906,1.0,0.046,0.091,0.0,0.0264,0.55,88.098,225149.0,4.0
Billie Eilish,WHEN WE ALL FALL ASLEEP WHERE DO WE GO?,bury a friend,2022-04-13 16:44,4SSnFejRGlZikf02HLewEF,,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,193143.0,4.0
Mr. Jello,Earl Grey,Earl Grey,2022-04-12 3:57,3f1JCrWuU1Md1ziz2iypBJ,,0.564,0.409,1.0,-10.046,1.0,0.0593,0.814,0.891,0.0831,0.302,170.369,96000.0,4.0
Westside Gunn,Hitler Wears Hermes 8: Sincerely Adolf,Vogue cover (feat. Stove God Cooks),2022-04-12 3:23,3qxPAaao534ezofwx9SVVP,,0.309,0.667,9.0,-6.557,1.0,0.141,0.00249,2.16e-05,0.148,0.482,148.319,161280.0,4.0
KOTA The Friend,'96 Bulls,'96 Bulls,2022-04-12 3:18,0VtyqKSFeXrIVSbpxARxt4,,0.726,0.412,0.0,-12.337,0.0,0.386,0.499,0.0,0.167,0.528,75.444,247842.0,4.0
OhGeesy,Geezyworld,Keeper (feat. A Boogie Wit da Hoodie),2022-04-12 3:02,5b2CRPYt0QNA0jaCJNIIdn,,0.647,0.483,11.0,-7.59,0.0,0.11,0.0755,0.0,0.138,0.299,98.87,169697.0,4.0
Lecrae,No Church In a While,WILDIN,2022-04-12 2:46,3LYvesXcAzUfxysCk6eHf9,,0.801,0.589,1.0,-8.246,0.0,0.0441,0.165,0.0,0.384,0.778,121.005,183733.0,4.0
Nick Wolf,Of The Mind,Of The Mind,2022-04-12 0:24,69eihm0ByPDKtOnZ2B9mA7,,0.799,0.71,4.0,-5.099,1.0,0.0397,0.0367,0.000372,0.12,0.767,110.732,214960.0,4.0
Solrakmi,Sound Man,Sound Man,2022-04-12 0:21,5PleshAkRT1WFbuqS2JNHC,,0.736,0.708,6.0,-6.645,1.0,0.0806,0.0869,0.0,0.175,0.534,122.017,253532.0,4.0
créature sonore,Flower Shop,Flower Shop,2022-04-12 0:17,45G6PZPlnNRyC4w22PiFJb,,0.773,0.133,11.0,-14.309,0.0,0.0626,0.912,0.946,0.121,0.173,80.016,150000.0,4.0
Linearwave,Morro da Urca,Morro da Urca,2022-04-12 0:14,5b1dDHrrlej42XGhj32zGb,,0.573,0.0884,7.0,-21.657,0.0,0.067,0.986,0.924,0.0997,0.199,169.919,149756.0,4.0
tawnbei,Tomorrow,winter snow blossom,2022-04-12 0:13,3pkfVWPONcWQU5UAxWyALx,,0.529,0.983,11.0,-3.186,1.0,0.125,2.41e-05,0.0148,0.0763,0.359,125.017,253680.0,4.0
Solrakmi,It's About Time,It's About Time,2022-04-12 0:09,27Nc9sdGqhijvvytKIr3VB,,0.624,0.447,6.0,-13.99,1.0,0.0469,0.425,2.31e-05,0.106,0.7,130.461,254533.0,4.0
Billa Qause,YOUKRAINE - Together in Peace,Hope,2022-04-12 0:07,6Ij5DXoyQsGgXwqktoiZRw,,0.832,0.636,1.0,-6.991,0.0,0.182,0.508,0.0,0.0994,0.627,141.92,121757.0,4.0
fnonose,A New Day | Find A Way,A New Day,2022-04-12 0:04,48D9jyidFX3na5C2J6X4Eh,,0.849,0.532,1.0,-8.994,1.0,0.144,0.0116,0.893,0.0709,0.754,112.055,125714.0,5.0
Pabzzz,Shades Of Life,Shades Of Life,2022-04-12 0:01,4LDRiRTxrOgvuKYEiAPIRm,,0.728,0.377,8.0,-12.289,0.0,0.175,0.187,0.0109,0.132,0.427,182.538,212313.0,4.0
Solrakmi,Slice of Life,Slice of Life,2022-04-11 23:59,0IV5lTQZ1k8rQAX6POFZM0,,0.881,0.347,0.0,-12.032,1.0,0.112,0.31,0.924,0.103,0.568,100.007,127200.0,4.0
elsei,Chinese Duck,Park,2022-04-11 23:55,5gzg5oVYmJaXqgwLkXivvu,,0.197,0.938,1.0,-4.896,0.0,0.134,0.029,0.958,0.396,0.06,144.545,238749.0,4.0
Alsogood,Quarantine,Quarantine,2022-04-11 23:54,6xdgZ46BtUi2oCH5XLSNDE,,0.82,0.788,6.0,-5.528,1.0,0.283,0.00923,0.00031,0.582,0.89,138.274,208118.0,4.0
tawnbei,Tomorrow,miracles,2022-04-11 23:53,7nBIkHIkfbzdPNuVPQjcsq,,0.696,0.145,7.0,-18.697,1.0,0.0457,0.617,0.449,0.0659,0.408,76.173,76579.0,4.0
Trell Daniels,I'm on my way,I'm on my way,2022-04-11 23:50,1IUSB84uxt6anMB23RnNAT,,0.379,0.653,5.0,-7.015,1.0,0.563,0.148,0.59,0.496,0.605,159.648,171000.0,4.0
Bunky,Sugar Kane,Sugar Kane,2022-04-11 23:47,2Y9IVyMDLTEUPZP9gwXi82,,0.678,0.398,5.0,-9.402,0.0,0.0323,0.59,0.881,0.128,0.606,86.548,147090.0,4.0
Kilohertz,Don't Leave,Don't Leave,2022-04-11 23:45,45i5sDChadPh7OCLOOokyX,,0.564,0.294,7.0,-13.719,0.0,0.0364,0.742,0.845,0.122,0.463,90.012,152000.0,4.0
Big O,Onward & Upward,Onward & Upward,2022-04-11 23:43,4uaL0K6rKVNGoRDO2d22ep,,0.686,0.83,1.0,-4.602,1.0,0.242,0.206,0.0,0.145,0.926,156.189,240573.0,4.0
t.sage,For You,moss,2022-04-11 23:42,7CWPISyLM8VcTvXgQ9bDnb,,0.716,0.747,1.0,-8.215,1.0,0.0395,0.0103,0.889,0.0501,0.328,123.02,533313.0,4.0
Chill Select,Moonlight Jazz,Overview,2022-04-11 23:40,4Z4njqoWn3JHbjkqTsMCus,,0.71,0.511,0.0,-10.201,1.0,0.066,0.084,0.896,0.108,0.595,172.023,134186.0,4.0
David Tam,The Sauce,The Sauce,2022-04-11 23:38,7j2EegmnugPRiNHU8tF2TH,,0.721,0.72,11.0,-6.948,0.0,0.371,0.253,0.0,0.552,0.515,93.655,138484.0,4.0
Skids,Phosphenes,Downstairs,2022-04-11 23:35,0in0E4LNaB217ERYvqb6Sc,,0.563,0.826,6.0,-5.756,1.0,0.0373,0.000829,0.0,0.0591,0.406,90.009,223533.0,4.0
Saiko,Panozza Sundown,Panozza Sundown,2022-04-11 23:33,1Fd8XiyyECWSU4ao7DzAb3,,0.303,0.953,1.0,-6.757,1.0,0.0968,0.000146,0.435,0.833,0.317,89.765,199812.0,4.0
The Aether,Walking Alone,Walking Alone,2022-04-11 23:31,7EGbsljcwCiVcTpsmoXenq,,0.757,0.388,7.0,-10.537,0.0,0.0353,0.0296,0.873,0.115,0.108,140.041,113893.0,4.0
O. Cas,Free Wind,Free Wind,2022-04-11 23:29,4MlXFjRO6N7NXvMqPlH35o,,0.674,0.686,2.0,-11.927,1.0,0.0597,0.29,0.00322,0.189,0.814,124.204,187173.0,4.0
Solrakmi,Sentimental,Sentimental,2022-04-11 23:25,478thMMvYGris8eJPcDRoq,,0.445,0.471,4.0,-16.218,1.0,0.0328,0.107,0.0,0.268,0.562,71.041,178693.0,4.0
Raven paradox,YOUKRAINE - Together in Peace,Say Something,2022-04-11 23:23,6A7sTvj68RJAVgTduJEQnA,,0.282,0.97,11.0,-4.511,0.0,0.0891,0.00989,0.0,0.447,0.135,98.887,241154.0,4.0
Vincent Moon,1974 | V's Lullaby,1974,2022-04-11 23:20,0VNzEY1G4GLqcNx5qaaTl6,,0.398,0.0851,7.0,-19.387,1.0,0.0368,0.908,5.3e-06,0.34,0.459,90.991,243493.0,3.0
O. Cas,A Good Boi,A Good Boi,2022-04-11 23:18,5GQUVjaja81SDqQC6TuFdd,,0.535,0.469,3.0,-6.754,1.0,0.0313,0.578,0.0,0.0855,0.434,96.779,173053.0,4.0
NK MUSIC,Hermes,Gorg,2022-04-11 23:15,72cET6JDcPQyk9VfIZjsNl,,0.81,0.158,6.0,-17.235,0.0,0.0496,0.269,0.917,0.0847,0.429,143.928,103342.0,4.0
Tom Doolie,Land of Calm,Mavericks,2022-04-11 18:28,3lrFKF0vj5dK5EEtMVSDBZ,,0.625,0.679,7.0,-14.353,1.0,0.0359,0.00388,0.11,0.125,0.417,131.097,277907.0,4.0
Phlocalyst,Arise,Arise,2022-04-11 18:14,46jS7oRdU5UgRlwctF74TI,,0.669,0.306,2.0,-9.112,0.0,0.0872,0.481,0.00491,0.0762,0.227,170.055,174500.0,4.0
Ckay,CKay The First,love nwantiti (ah ah ah),2022-04-11 18:06,2Xr1dTzJee307rmrkt8c0g,,0.727,0.739,8.0,-3.805,1.0,0.0411,0.365,0.00137,0.161,0.533,93.005,145800.0,4.0
Lilac,Lanterns,Fireworks,2022-04-11 18:01,5qW4iSYBSqE8ClZWWdflRK,,0.49,0.914,0.0,-5.184,0.0,0.0661,0.0291,2.8e-06,0.15,0.512,90.98,265406.0,4.0
The Game,Jesus Piece (Deluxe),Jesus Piece,2022-04-11 2:52,1yIhFZoPNT8LcIz7n1MVHn,,0.432,0.676,7.0,-7.692,1.0,0.344,0.0569,0.0,0.626,0.256,167.909,233880.0,4.0
YAYAYI,YAYAYI,\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\ 6,2022-04-11 1:54,6dzli2ZBDFRMqSryr8Ejmp,,0.522,0.731,8.0,-2.42,1.0,0.103,0.229,0.000107,0.079,0.111,123.975,341492.0,4.0
DaBaby,Baby On Baby,Baby Sitter (feat. Offset),2022-04-10 20:47,7f1zjZG77S891Uv4O68yfk,,0.852,0.73,1.0,-5.803,1.0,0.0579,0.0219,0.0,0.336,0.394,92.506,157693.0,4.0
Smokepurpp,Deadstar 2,Dirty Dirty (feat. Lil Skies),2022-04-10 20:33,2tx5J8y4NlxHu6DukZEucR,,0.79,0.574,5.0,-7.466,0.0,0.043,0.195,0.0,0.136,0.378,100.01,144011.0,4.0
Roddy Ricch,LIVE LIFE FAST,moved to miami (feat. Lil Baby),2022-04-10 20:02,3rjwafyisDpLdoJ4RecHp6,,0.717,0.444,1.0,-11.126,1.0,0.18,0.0196,0.000315,0.114,0.116,124.685,222225.0,4.0
2KBABY,Pregame Rituals,Old Streets,2022-04-10 19:56,3k0LQivRnB690bkznEXI1E,,0.686,0.362,2.0,-12.042,1.0,0.617,0.512,0.0,0.168,0.6,126.7,105600.0,5.0
Future,Pluto x Baby Pluto,Drankin N Smokin,2022-04-10 19:48,0k7wmahjkn389wAZdz19Cv,,0.752,0.658,0.0,-6.297,1.0,0.342,0.0421,0.0,0.0927,0.387,151.951,213520.0,4.0
Quando Rondo,QPac,Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),2022-04-10 19:36,0eSm3CdE8lkyYIUQKTdbpw,,0.642,0.819,6.0,-4.118,1.0,0.0286,0.0023,1.06e-05,0.0708,0.779,106.975,232613.0,4.0
88GLAM,88GLAM2,Lil Boat,2022-04-10 19:20,3Zcv9IeYgCvEhxFTfsduaQ,,0.764,0.672,6.0,-4.274,0.0,0.0655,0.0166,1.06e-06,0.103,0.594,150.021,180813.0,4.0
Drake,What a Time to Be Alive,Scholarships,2022-04-10 5:05,0B5OTb36fzLayn6XQHg5A1,,0.739,0.416,0.0,-9.319,0.0,0.285,0.0966,1.27e-05,0.1,0.259,109.168,209288.0,4.0
Hoodrich Pablo Juan,Designer Dope Boyz,Who You Gon Rob,2022-04-10 5:00,7Ay41oJQbfdIrhfNy46PuD,,0.861,0.627,4.0,-6.438,1.0,0.342,0.35,0.0,0.112,0.929,139.989,186096.0,4.0
Dave East,HOFFA,Go Off (feat. G Herbo),2022-04-10 4:57,6YtNbVODA6mrKygVugItE1,,0.524,0.574,2.0,-9.196,1.0,0.324,0.216,0.0,0.246,0.144,143.629,146411.0,4.0
Westside Gunn,Hitler Wears Hermes 8: Sincerely Adolf,Bash money (feat. Lil Wayne),2022-04-10 4:55,7KOV7goz91wTufZxO51Ebn,,0.441,0.469,10.0,-11.868,0.0,0.159,0.0661,0.103,0.137,0.0659,76.346,147122.0,4.0
Trae tha Truth,Off Top (feat. Moxiii Double Dee & Jared),Off Top (feat. Moxiii Double Dee & Jared),2022-04-10 4:42,0xQcNl9c8yEcxLyasbKxY6,,0.928,0.617,11.0,-6.817,1.0,0.0797,0.122,0.0,0.126,0.779,127.988,236304.0,4.0
Paper Route Empire,PAPER ROUTE iLLUMINATi,iLLUMINATi BUSINESS,2022-04-10 4:40,5nhLKEm7D8ec0UzmJU9qbn,,0.935,0.757,0.0,-5.731,1.0,0.215,0.0348,0.0,0.0913,0.513,134.931,147707.0,4.0
Belly,See You Next Wednesday,Snakes & Ladders,2022-04-10 4:37,5F9odh462gGc0mj5uaAXSa,,0.644,0.519,7.0,-8.825,0.0,0.299,0.18,0.000209,0.0917,0.0722,85.931,135560.0,4.0
Reason,New Beginnings,Show Stop,2022-04-10 4:34,4o7sl87Ock4SGA8b3gRR2l,,0.751,0.725,8.0,-4.495,1.0,0.0397,0.0755,0.00102,0.12,0.544,129.977,179233.0,4.0
Belly,See You Next Wednesday,IYKYK,2022-04-10 4:17,2pnJ3yhTpLWbg7RgjOWJRQ,,0.693,0.545,1.0,-8.488,0.0,0.538,0.377,0.0,0.157,0.247,81.325,189907.0,4.0
Lil Eazzyy,Rookie Of The Year,Onna Come Up (feat. G Herbo) [Remix],2022-04-10 4:09,05WPbN0RZeYj62c4VGpldv,,0.679,0.794,1.0,-3.985,1.0,0.296,0.339,1.65e-05,0.113,0.698,150.067,175729.0,4.0
Marlon Craft,Julius Randle,Julius Randle,2022-04-10 4:07,4Ez6OhqIazJkO1cxF27G6E,,0.761,0.744,11.0,-5.911,0.0,0.298,0.201,0.0,0.0879,0.629,143.969,125156.0,4.0
Lil Baby,Street Gossip,Ready (feat. Gunna),2022-04-10 4:04,4F6yN5FsFW10Ucx7cLCzBh,,0.793,0.395,1.0,-5.578,1.0,0.385,0.277,1.4e-05,0.109,0.128,76.984,213287.0,4.0
Paper Route Empire,PAPER ROUTE iLLUMINATi,Non Stop,2022-04-10 3:52,24kIjBTKG76QYberhRwyAG,,0.886,0.789,1.0,-6.302,1.0,0.319,0.000375,0.0,0.212,0.66,152.971,179077.0,4.0
Dave East,HOFFA,Just Another Rapper,2022-04-10 3:45,6ioJIbTdQEpbvkTdPuwhF5,,0.852,0.613,0.0,-8.09,1.0,0.348,0.00929,0.0,0.0886,0.547,133.899,173056.0,4.0
BIG30,King Of Killbranch,Pressin' (feat. Quavo & Moneybagg Yo),2022-04-10 3:33,7Hveci3Jt42pvmRVL77kve,,0.874,0.513,1.0,-8.197,1.0,0.28,0.0692,0.0,0.129,0.463,127.045,165890.0,4.0
Jazz Cartier,The Fleur Print,Cuzzi's Revenge,2022-04-10 3:27,6ekV6MGnPTuCOnjB4VcWGc,,0.456,0.793,5.0,-5.569,1.0,0.65,0.175,0.0,0.169,0.707,205.348,194947.0,4.0
Drake,If You're Reading This It's Too Late,6 Man,2022-04-10 3:24,1wFFFzJ5EsKbBWZriAcubN,,0.527,0.492,1.0,-9.774,1.0,0.279,0.0047,0.0,0.306,0.234,164.005,456934.0,4.0
Paper Route Empire,PAPER ROUTE iLLUMINATi,Standing Ovation,2022-04-10 3:09,6W02aEwSz4qmbtbjibejao,,0.511,0.867,0.0,-8.123,1.0,0.0369,0.0815,0.0104,0.182,0.676,126.761,315627.0,4.0
