Artist,Album,Song,Song ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Ludwig Minkus,MINKUS: Don Quixote,Don Quixote: Act III: Quiteria's Variation,4DbubIfBQMDyvpujTicfgw,0.119,0.0169,4,-27.204,0,0.0434,0.979,0.913,0.18,0.0714,177.707,114467,5
Alexander Scriabin,Scriabin: Preludes Vol. 1,24 Preludes Op. 11: No. 14 in E-Flat Minor,7lFRAFQ2f2AmWOefaiV4wb,0.221,0.00193,3,-43.209,1,0.0409,0.992,0.956,0.0805,0.347,69.843,107000,5
Metro Boomin,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Home (Metro Boomin & Don Toliver Lil Uzi Vert),2qlBAT108lYOzlXhBxBqEv,0.595,0.65,0,-6.859,0,0.0432,0.183,0.00107,0.175,0.245,144.002,195320,4
Metro Boomin,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),4D1Lmr5kezw09WYRLbwiZr,0.751,0.3,4,-9.404,0,0.0584,0.199,0.000341,0.127,0.0551,120.097,189467,4
Metro Boomin,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Hummingbird (Metro Boomin & James Blake),6HexNTb392JS071DoTGo0y,0.596,0.63,6,-7.807,1,0.102,0.378,0.00407,0.19,0.24,81.408,319493,4
Jack Harlow,Jackman.,Gang Gang Gang,3w1WjD2zJqjBjDz5fwqQPJ,0.792,0.793,5,-6.185,0,0.0841,0.0872,0,0.22,0.775,123.031,156578,4
Don Toliver,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Givin’ Up (Not The One) (Don Toliver & 21 Savage 2 Chainz),0UH9zjEfFtlZD77ApP09iy,0.671,0.877,7,-4.143,1,0.339,0.323,3.49E-06,0.59,0.555,169.941,172360,4
Metro Boomin,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Nas Morales (Metro Boomin & Nas),1AHfovSnGPVYKaahRtA0U6,0.614,0.543,5,-7.178,1,0.374,0.00776,3.28E-05,0.383,0.485,178.422,234093,4
Omaure,Chillhop Daydreams,Down Under,0du0p6BvCGTM9b5cdaUx2y,0.22,0.499,10,-7.516,0,0.0451,0.575,0.478,0.105,0.236,80.732,203000,4
sugi.wa,Chillhop Essentials Fall 2017,Memories,12MSmLSGPWulxOPvYBy5Ss,0.456,0.757,2,-4.856,1,0.0304,0.031,0.0543,0.373,0.288,133.871,266200,4
brillion.,rain outside my window,rain outside my window,4lXcO41ysyQw4tAGq9EJr9,0.579,0.12,3,-17.63,1,0.0652,0.938,0.867,0.103,0.309,115.067,100174,4
Kupla,Tiger,Tiger,6Z8yHuq7jPJSTUHzozUAh2,0.671,0.529,10,-9.265,0,0.136,0.201,0.000465,0.28,0.801,113.928,228747,4
Smoke Trees,KO-OP 1,revell,0Jur3mZsQba3vqSpcmsOPm,0.761,0.687,7,-6.185,1,0.131,0.00469,0.00532,0.245,0.316,95.089,173427,4
Ambulo,Mellow Head,Hiding for a Moment,5mlUWd0KTJ0FuggewDZdTh,0.349,0.288,0,-13.71,1,0.0956,0.885,0.92,0.11,0.376,156.32,124615,4
Chris Mazuera,Chillhop Essentials Fall 2018,Equinox,5zMk1guQyH5LP6abK4wBvA,0.723,0.205,7,-11.173,0,0.0432,0.769,0.919,0.131,0.406,142.154,112000,4
J'San,waking up in the park,waking up in the park,3cVmel9PfasBALYv5ORX5l,0.892,0.29,1,-8.052,0,0.0399,0.739,0,0.216,0.786,105.941,149789,4
Elijah Lee,twilight.,twilight.,6qsRKJJHLGSCPsdt2jEs2t,0.473,0.324,9,-13.663,1,0.0429,0.726,0,0.292,0.332,115.189,165400,3
XXXTENTACION,17,Fuck Love (Feat. Trippie Redd),7AQim7LbvFVZJE3O8TYgf2,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4
Baby Keem,The Melodic Blue,first order of business,4d6z0mKVcnhE5x0YWvTexh,0.963,0.309,6,-8.456,0,0.315,0.0605,1.90E-05,0.108,0.579,132.04,168759,4
DJ Scheme,FAMILY,Blue Bills (feat. $NOT & Fenix Flexin),2ODUTBkiOWoYSUjKpGJxQE,0.82,0.494,1,-9.47,1,0.18,0.166,4.35E-06,0.13,0.362,95.994,100267,4
Huncho Jack,Huncho Jack Jack Huncho,Dubai Shit,6urLjX35oXXRYtcH1b3dCh,0.774,0.529,5,-4.479,0,0.0532,0.0674,0,0.0814,0.227,138.072,228431,4
Lecrae,Restoration,Set Me Free,7I079hnzaP3BNu5Ra7h6q4,0.709,0.544,10,-7.277,0,0.234,0.0508,0,0.218,0.582,82.537,177474,4
A Boogie wit da Hoodie,Artist 2.0,Numbers (feat. Roddy Ricch Gunna and London On Da Track),733c1CWmIGymoQXdp7Us88,0.819,0.654,11,-6.665,0,0.136,0.517,0,0.0996,0.455,133.503,188563,4
OneRepublic,I Ain’t Worried (Music from the Motion Picture Top Gun: Maverick),I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
50 Cent,Curtis,Ayo Technology,36Hwcla06Q5BCr59CL0sBp,0.63,0.782,8,-5.44,0,0.132,0.0828,0,0.034,0.418,140.144,247947,4
Lana Del Rey,Born to Die (Deluxe Version),Summertime Sadness,6PUIzlqotEmPuBfjbwYWOB,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53E-06,0.13,0.11,126.052,214912,4
Usher,Raymond v Raymond (Expanded Edition),OMG (feat. will.i.am),1bM50INir8voAkVoKuvEUI,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14E-05,0.36,0.326,129.998,269493,4
Trippie Redd,LIFE'S A TRIP,Dark Knight Dummo,1pfwOQKJsRRBf6NdYO4Qog,0.378,0.817,8,-3.071,0,0.0911,0.151,0,0.149,0.257,121.079,256163,4
Hozier,Eat Your Young,Eat Your Young,2SXx7Ofa79CeJfio98aJcG,0.546,0.599,7,-6.442,0,0.0286,0.35,0.0686,0.256,0.331,90,243947,4
Ice Spice,Like..? (Deluxe),Deli,5JYPXqMwYc0zTODQdjMEZN,0.793,0.768,1,-6.244,1,0.144,0.118,3.65E-05,0.114,0.261,140.141,126857,4
Jonas Brothers,Waffle House,Waffle House,5iE3eUH2WGCXcE2xr6DEmU,0.713,0.756,10,-4.353,1,0.0368,0.0283,3.30E-06,0.184,0.862,125.997,145441,4
Post Malone,Overdrive,Overdrive,5ZLL6wYXeqg0k35ZkDRfhZ,0.577,0.904,11,-3.817,1,0.033,0.0018,0,0.308,0.861,119.033,195123,4
NewJeans,NewJeans 'Super Shy',Super Shy,5sdQOyqq2IDhvmx2lHOpwd,0.776,0.817,5,-6.018,0,0.0748,0.18,3.44E-05,0.146,0.515,149.921,154667,4
Troye Sivan,Rush,Rush,31MNHKE86sEXzIglbGQ6mu,0.773,0.679,7,-6.51,0,0.0315,0.219,0.00263,0.297,0.544,127.002,198448,4
Taylor Swift,Midnights,Karma,7KokYm8cMIXCsGVmUvKtqf,0.64,0.619,8,-7.108,1,0.065,0.062,0,0.475,0.121,90.008,204852,4
Bad Bunny,WHERE SHE GOES,WHERE SHE GOES,7ro0hRteUMfnOioTFI5TG1,0.652,0.8,9,-4.019,0,0.0614,0.143,0.629,0.112,0.234,143.978,231704,4
Doja Cat,Paint the Town Red,Paint the Town Red,2IGMVunIBsBLtEQyoI1Mu7,0.868,0.538,5,-8.603,1,0.174,0.269,3.34E-06,0.0901,0.732,99.968,231750,4
Billie Eilish,What Was I Made For? [From the Motion Picture Barbie],What Was I Made For? [From the Motion Picture Barbie],2zjs7VtYszHqh3gHcSHGJP,0.733,0.385,0,-12.958,1,0.0494,0.131,0,0.132,0.703,81.239,262693,4
The Weeknd,Die for You (Remix),Die for You - Remix,2LBqCSwhJGcFQeTHMVGwy3,0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,260253,4
Quevedo,Columbia,Columbia,6XbtvPmIpyCbjuT0e8cQtp,0.668,0.712,5,-5.927,1,0.0381,0.369,2.13E-05,0.108,0.264,100.02,186000,4
David Guetta,I'm Good (Blue),I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07E-06,0.371,0.304,128.04,175238,4
Rema,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,4
Fifty Fifty,The Beginning: Cupid,Cupid - Twin Ver.,3yphjkz7V5xFXdfBEXVKL6,0.792,0.664,2,-5.598,1,0.0333,0.321,0,0.283,0.666,120.041,173462,4
Lana Del Rey,Say Yes to Heaven,Say Yes to Heaven,6GGtHZgBycCgGBUhZo81xe,0.485,0.348,6,-11.576,0,0.0257,0.678,0.167,0.118,0.145,99.898,209156,4
David Guetta,Baby Don't Hurt Me,Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944,140018,4
Laufey,From the Start,From the Start,1Ukxccao1BlWrPhYkcXbwZ,0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,169573,3
Nicki Minaj,Barbie World (with Aqua) [From Barbie the Album],Barbie World (with Aqua) [From Barbie the Album],741UUVE2kuITl0c6zuqqbO,0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,109750,4
Luke Combs,Gettin' Old,Fast Car,1Lo0QY9cvc8sUB2vnIOxDT,0.712,0.603,8,-5.52,1,0.0262,0.186,0,0.115,0.67,97.994,265493,4
Sabrina Carpenter,emails i can't send,Nonsense,6dgUya35uo964z7GZXM07g,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,163648,4
Olivia Rodrigo,bad idea right?,bad idea right?,3IX0yuEVvDbnqUwMBB3ouC,0.631,0.881,9,-3.545,1,0.0995,0.00177,4.50E-06,0.0639,0.808,129.981,184784,4
Beyoncé,RENAISSANCE,CUFF IT,1xzi1Jcr7mEi9K2RfzLOqS,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69E-06,0.0698,0.642,115.042,225389,4
Kali Uchis,Moonlight,Moonlight,0JmnkIqdlnUzPaf8sqBRs3,0.642,0.706,7,-6.832,0,0.0507,0.518,0,0.243,0.86,136.854,187723,4
Doechii,What It Is (Versions),What It Is (Solo Version),73RbfOTJIjHzi2pcVHjeHM,0.74,0.758,1,-5.851,0,0.0921,0.061,1.44E-06,0.0967,0.757,171.925,189825,4
Dua Lipa,Dance the Night (From Barbie the Album),Dance the Night (From Barbie the Album),1vYXt7VSjH9JIM5oRRo7vA,0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,176579,4
Libianca,People,People,4AxG1T6UJJ4xCX4Wz6JDLG,0.559,0.453,10,-8.746,0,0.0684,0.592,1.23E-05,0.0909,0.622,123.906,184633,5
The Weeknd,Popular (Music from the HBO Original Series),Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,6WzRpISELf3YglGAh7TXcG,0.854,0.674,1,-6.23,1,0.184,0.0517,8.53E-05,0.509,0.848,99.022,215467,4
Stephen Sanchez,Until I Found You (Em Beihold Version),Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10,-5.339,1,0.0286,0.777,0,0.202,0.342,101.19,176440,3
Charli XCX,Speed Drive (From Barbie the Album),Speed Drive (From Barbie the Album),5VxmI3IdgAxWVvUnJoLuY2,0.652,0.879,0,-6.405,1,0.0784,0.00284,0.0896,0.0918,0.789,173.925,117810,4
SZA,SOS,Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,0.559,0.551,5,-7.231,1,0.132,0.141,0,0.11,0.392,143.008,201800,4
Convallaria,Lily Of The Valley,Lily Of The Valley,2YbkAcWXrQnGuLv4hayTvu,0.0773,0.00445,2,-39.507,1,0.0437,0.971,0.874,0.141,0.0553,173.294,167355,4
Cloudway,Air,Air,4x77aYKNqaTqhoL1sWXosN,0.566,0.839,1,-6.176,1,0.0401,0.00765,0.00933,0.107,0.352,115.869,287744,4
Muh Re,11,Eleven,0QKWaSQsLUJl3nPVlv95vN,0.582,0.62,2,-12.299,1,0.0696,0.0321,1.18E-06,0.0932,0.416,105.648,182613,4
Jademaia,Invierno,Nieve,6dnW0O6xZKlPvMe7TzU1yH,0.158,0.003,11,-37.037,1,0.0436,0.983,0.654,0.137,0.0397,77.947,153174,1
Anders-Petter Carlskog,Spiritual Progression,Anjuna,2NNyXckmFO9gce409OEMHu,0.479,0.475,8,-13.76,0,0.0597,0.35,0.697,0.63,0.433,121.048,174442,4
Niebla Valley,Silhouettes,Silhouettes,5oTCj47iqYLxzE0fOxYbLL,0.156,0.00347,1,-40.401,1,0.0431,0.921,0.822,0.13,0.0435,133.69,188184,5
Asabea Wheeler,Eternalistic,Eternalistic,15xJU9AwlLlAwkcONJKVA2,0.1,0.0123,2,-31.38,1,0.048,0.848,0.937,0.108,0.0379,89.764,179331,3
Criollo Clouds,The Sky Is A Sea,The Sky Is A Sea,3vceLyr9SuQtF9jFoDiBnL,0.536,0.76,11,-7.719,0,0.0429,0.0818,0,0.112,0.66,119.062,187067,4
Alegro Moya,Confianza,Confianza,3Fw0OFB1KoJezwFetHSaD2,0.89,0.516,2,-7.935,1,0.153,0.414,0,0.138,0.307,95,192417,4
Sôfur,Rebirth,Choices,7ATuEUnAa7pRvTDYFNcxAp,0.183,0.00262,1,-36.834,1,0.0447,0.942,0.943,0.111,0.134,72.906,155092,4
Manny Chu,With Every Breath I Breathe,With Every Breath I Breathe,2pvqbFiWVpWSsky68vLn1G,0.122,0.0116,9,-39.695,1,0.0428,0.98,0.946,0.0801,0.0624,76.316,187359,5
Conde Arona,Depth,Depth,6gvKZ20jvT4AMMh9r8Gffy,0.628,0.635,8,-7.098,1,0.0324,0.0298,0.158,0.139,0.567,115.996,216503,4
Michael Szonja,Dans Le Maintenant,Dans Le Maintenant,0tw6S8qTrvkqASUMxtqP3h,0.0919,0.00548,5,-37.811,1,0.0401,0.978,0.871,0.0915,0.0828,86.361,172220,5
Natana Bach,Al Vanda,Al Vanda,5F5ITzZy4jIOsjMB8kwFXS,0.586,0.796,8,-5.219,1,0.0351,0.135,0,0.0744,0.964,184.498,151171,3
Solvekin,Ethereal Sleep,Ethereal Sleep,7HTqClPkU89EhgJi2CO3G5,0.138,0.00536,0,-36.076,1,0.0464,0.979,0.651,0.11,0.0375,142.226,124814,3
Leon Baker,Tears Of Change,Tears Of Change,4ehkZtzPTbjsRULRfQSWYu,0.693,0.259,1,-7.918,1,0.0372,0.448,0.000135,0.0995,0.361,88.972,175432,4
Kaiser Hulenstadt,Traumlandschaft,Traumlandschaft,6i1rajo3ylTTlD3DCITSTo,0.147,0.0023,11,-38.387,1,0.0523,0.949,0.886,0.11,0.0716,137.249,156375,3
Little Circuits,Beautiful Imagination,Beautiful Imagination,5LEHlRPjGcZ5RdagAwXpHS,0.102,0.0333,3,-34.177,1,0.0476,0.797,0.927,0.111,0.0591,89.605,143053,4
Leonid Antonov,Atwined,Atwined,13mfd1lcJUOGZJJpJW1gEP,0.56,0.79,9,-4.998,1,0.0696,0.242,0,0.115,0.739,97.424,210133,4
Priy,Sant,Sant,6Y8v8sSvSEGSZi5tkW5Nhw,0.106,0.00137,1,-35.196,1,0.043,0.995,0.776,0.193,0.069,77.522,218000,3
Hibisc,Face Of The Earth,Unveiled,4INn3PNrEaJ46wiMnjXLq6,0.146,0.00161,1,-37.631,0,0.0461,0.991,0.94,0.129,0.119,72.359,131532,3
Felix Vidal,The Light,The Light,0cJOITxJRoFwuMkP4H6v4O,0.062,0.00364,0,-31.944,1,0.0532,0.891,0.957,0.111,0.0313,72.373,173813,4
Lluvia Green,A World Above,A World Above,1jcQru0LjjnGeXj4LUlmMJ,0.555,0.913,11,-5.268,0,0.0494,0.0215,0.905,0.272,0.535,116.017,147000,4
Eoforwine,The Deep,Inside The Wave,5LaZZ1j7R8AURCkZTnsJgU,0.55,0.75,1,-3.591,0,0.0488,0.000422,0.792,0.185,0.415,174.107,214493,4
Setareha,Star Stars,Star Stars,1QEZAFj1GzKUkMgM9cFgTW,0.198,0.00221,4,-44.165,1,0.0355,0.987,0.863,0.0665,0.0776,72.462,176000,3
Juliana Stipe,Relieve,Relieve,3fpKyYKSKcieSZwdtvOQUr,0.727,0.688,10,-8.177,1,0.0252,0.272,0.0926,0.0804,0.883,125.031,240593,4
Debyah,Apogee,Apogee,1C2Q3AymKS17bw7T5gfq6p,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005,220107,4
Giulia De Serio,Sognando Ancora,Sognando Ancora,0btOwM3TAHRfPPpLGiCUOR,0.219,0.00316,6,-36.511,1,0.0489,0.995,0.854,0.0932,0.106,70.115,214000,4
Diya Wiler,Relations,Relations,4k4D8mDE6OurCTwOHcQDzt,0.696,0.79,11,-7.653,1,0.0304,0.44,3.25E-05,0.0447,0.954,156.133,170667,4
Vera Mejer,Ur Intet,Ur Intet,6AUafdL7oWp8YdktqpdYIb,0.0648,0.0106,2,-34.098,1,0.0489,0.961,0.924,0.0975,0.0685,69.767,156000,5
Rania Lees,Unremain,Unremain,3ctrMLYxilwSeAK5AdVrLj,0.0671,0.00271,2,-40.71,1,0.0441,0.99,0.955,0.112,0.0511,68.036,142500,3
Leon Baker,Ovnimoon,Mind Storm,5kVu56keqlvhaeTbpaKKLM,0.141,0.00144,5,-41.914,1,0.0435,0.983,0.859,0.0988,0.0759,140.393,219000,3
Gereo Luna,Meia Noite,Meia Noite,1bB1XghVbiu0CMv4SSZLKr,0.379,0.0874,2,-21.654,0,0.0611,0.986,0.962,0.108,0.115,127.905,79509,5
Gaea Antoniou,Eudaimonia,Eudaimonia,6KU6lJNEwpHSB8EdI6klNN,0.0802,0.00761,2,-32.863,1,0.0497,0.975,0.9,0.112,0.0623,172.676,177000,4
Julia Phero,Sunno,Sunno,5S7jUID20N6fyVK1Cq26yR,0.486,0.545,3,-13.021,0,0.0372,0.93,0.895,0.376,0.467,107.976,238591,4
Kayla Holdt,Utenfor,Utenfor,2TImYl4SFLVbMmDF5ADX4J,0.47,0.328,0,-11.494,0,0.0564,0.233,0.213,0.123,0.133,124.455,160000,3
Sandra Heigl,Sleep Remedy,Sleep Remedy,4a4yk7Q1K6cy0CJC5Nh8Fl,0.866,0.41,1,-13.28,1,0.0681,0.00339,0.00206,0.372,0.957,113.898,124200,4
Angelo Garnier,Center of Attention,Center of Attention,3P0y5vYWxPRRekolc4eCHp,0.144,0.00391,2,-39.722,1,0.0432,0.992,0.729,0.113,0.138,139.86,206250,3
Isah Atkins,Samadhi,Samadhi,5jDfb1JYpOXY6KoRpvNWjI,0.158,0.00832,9,-43.844,1,0.0454,0.974,0.969,0.11,0.0321,134.221,182000,3
Löve,Midnight Is Coming,Midnight Is Coming,0Q1perOt9SEwRUp6cHglrC,0.705,0.751,6,-7.08,1,0.0441,0.00297,0.000271,0.105,0.794,134.954,164213,4
Chiara Nieves,Imaginar,Imaginar,0mYZDzhKs8sa0oDsS6HSZ5,0.163,0.000262,10,-39.044,1,0.0465,0.979,0.952,0.112,0.0341,72.2,144000,5
Tegan Riley,All Along,All Along,6cRJTmba0JHDquftAkxUgG,0.548,0.894,11,-2.321,1,0.0376,0.0565,3.96E-06,0.164,0.372,170.912,186009,4
Leon Baker,Ovnimoon,Pulsar Calm,7gAszicbrAmjd7qOtJAILp,0.974,0.403,11,-13.739,0,0.302,0.0656,0.82,0.292,0.434,113.983,141053,4
Marcus Rivero,The Sudden Change,Chia,7kW7FXKmMzmbGvhe0FECQl,0.154,0.00162,5,-44.345,1,0.039,0.982,0.901,0.0901,0.0967,71.627,184000,4
Parker Woods,Aureole,Aureole,1s5IgWBZmQLfdSaAHBFuEu,0.859,0.307,2,-11.015,1,0.0714,0.423,7.14E-05,0.108,0.583,115.027,203560,4
Leona Montoya,Oroitzapenak,Oroitzapenak,6yr16gxxdy0JLUx0dxx4DI,0.108,0.00103,4,-40.77,0,0.0426,0.99,0.959,0.115,0.211,69.993,145000,3
Eyla Calmes,Unistades,Unistades,0pUltj0pnYjMMPlGrQ5NEr,0.626,0.716,9,-7.21,1,0.0661,0.11,3.35E-05,0.0852,0.874,173.969,207150,4
Sleepy Clouds,Floating Free,Cloud Gazing,4XX98IFgGNlKNgJi7ozYKg,0.556,0.563,0,-6.731,1,0.0523,0.04,0.9,0.245,0.349,83.9,63214,4
Auxelia,Calming Quality,Calming Quality,4jIjpoq9FcHzJowwFBPYbg,0.195,0.00735,7,-34.447,1,0.04,0.988,0.881,0.123,0.0702,71.143,175332,3
Cadhla Byrne,Codladh,Codladh,3R5tp8RCxhywcvdVS50syC,0.148,0.00104,0,-41.608,1,0.0524,0.961,0.969,0.122,0.0336,136.142,165000,4
Tilman Stoiber,Sehnsucht,Sehnsucht,5iiPukjaEZxWXC0EAzFujm,0.145,0.0142,11,-37.524,1,0.0353,0.977,0.904,0.104,0.0487,69.169,170606,4
Monet Benitez,Wholeness,Wholeness,0nUmtaGW0KUELFtMBhxeAt,0.185,0.00304,0,-35.893,1,0.0407,0.993,0.884,0.0999,0.0395,66.847,169353,4
Emeli Saga,More Than Words,More Than Words,4E22XbJSOj8T2Ua6ye19Cx,0.0825,0.00745,9,-38.465,1,0.0417,0.976,0.951,0.105,0.0541,70.393,162424,4
Fabien Tamm,Merikarp,Merikarp,1SucXU3xTOCyBAAqE22E8B,0.19,0.00196,5,-37.911,1,0.0503,0.989,0.926,0.119,0.186,68.487,154499,5
Cornelia Benton,Calm Restore,Calm Restore,75t6tcHkZDFKLKJwjXFMtq,0.775,0.476,11,-8.539,0,0.0355,0.191,0,0.132,0.928,131.4,160360,4
Unwritten Skies,Within Reach,Within Reach,0in0E4LNaB217ERYvqb6Sc,0.563,0.826,6,-5.756,1,0.0373,0.000829,0,0.0591,0.406,90.009,223533,4
Bo Pettri,This Is All We Have,Sundown,0j8jhVHMHLb3MFEmC0jGgt,0.145,0.00134,9,-45.387,1,0.0393,0.99,0.9,0.0947,0.144,140.393,188000,3
Anda Mané,Fortuna,Focused,2cGlfZ24rnx5yuRNVyBWXq,0.677,0.776,2,-6.05,0,0.0464,0.313,0,0.042,0.778,167.966,211620,4
Aari Kumar,Evermore,Evermore,5S2fFnqCM8jYc4GL6k8dWK,0.151,0.00655,0,-38.253,1,0.0495,0.976,0.969,0.103,0.0367,137.651,173667,3
Cosmic Cloak,Floating On Clouds,I Believe I Can Fly,6BLpFHyW0XELB7qh45o6cI,0.152,0.00108,0,-46.765,1,0.0458,0.968,0.912,0.0952,0.107,135.611,194000,5
Momenti,Momenti,Momenti,5f5kXzWQutNq2FAcRNwY8I,0.14,0.000276,3,-42.113,1,0.0501,0.992,0.941,0.102,0.0591,139.409,192000,5
Carwyn,Bywyd,Bywyd,33KnoLcY9I6xfwWqxZ9hFm,0.564,0.602,7,-9.45,1,0.0304,0.729,8.58E-05,0.678,0.348,96.962,100147,4
Mundo Suave,Perfection,Perfection,6zih2e5A0NT5BTncVfAfrR,0.312,0.913,1,-5.137,0,0.0607,0.08,0.844,0.0321,0.707,151.302,154813,4
Zonara,Forms,Forms,6MePLoqcI97WjWyx5Sq2JV,0.168,0.00233,2,-38.882,1,0.0467,0.984,0.909,0.135,0.0754,79.621,160957,4
Evolving Stream,World Beyond,World Beyond,5ivvtayl4QgwCtjUd4JOB1,0.0599,0.000963,0,-38.175,1,0.0528,0.929,0.928,0.113,0.151,67.802,177356,4
Lyla Perez-Vega,Anochecer,Anochecer,7sI08QGDLTQzc7JKnjdazH,0.151,0.00484,7,-40.215,1,0.04,0.985,0.96,0.115,0.0419,136.911,147000,4
Hatchlings Calm,Shut Eye,Nomad,0pGjVEbs8ZvFXhDmvj1ika,0.477,0.782,5,-7.104,1,0.0747,0.224,0.000104,0.114,0.188,75.058,243293,4
Nova Kral,Unavene,Unavene,1249TbtsnLg4RYsxW4Rsvh,0.564,0.819,5,-5.916,1,0.0404,0.142,0.0277,0.118,0.905,143.595,262253,4
Salina Cardenas,Perdonar,Perdonar,4xjBcSiWiaDYVx8956zMy2,0.152,0.000935,3,-40.273,1,0.058,0.991,0.924,0.103,0.0765,135.321,162000,5
Sleep Cyclone,Spiritual,Spiritual,1aZQokBzBRVdm8d24yPi8P,0.0658,0.00232,4,-48.781,1,0.0393,0.965,0.891,0.0687,0.115,69.052,198000,3
Sir Dejvid,Cipher,Mindvibe,5lqGqTqpBVWy31V8NH6pEp,0.729,0.439,6,-16.619,0,0.0466,0.547,0.924,0.0897,0.794,140.018,109714,4
Merlin Loughty,Quietude,Myriad,5G4ePLj9Xn7JhtFiiwOkeQ,0.746,0.54,0,-7.603,0,0.0306,0.541,0.000527,0.148,0.609,102.042,150120,4
Certificate 16,Vigilance,Natural Connection,2uTGX4wxnRGS3i0FSOMGCQ,0.487,0.094,8,-19.555,1,0.0274,0.834,0.000224,0.172,0.0788,74.857,398507,3
Ayala Cola,Drone,Drone,6ZRIH4QEe0sAkUCup8OmZM,0.144,0.00113,4,-45.203,1,0.0472,0.946,0.973,0.111,0.0333,138.072,191000,3
Rhinestone Block,Altaria,Altaria,69D1OftCAldEE1BtxWBVjS,0.156,0.0018,7,-46.312,0,0.0482,0.966,0.96,0.0952,0.203,134.56,208000,3
Amy Winehouse,Back to Black (Deluxe Edition),Back to Black,3FAclTFfvUuQYnEsptbK8w,0.434,0.422,7,-13.964,0,0.0375,0.134,2.05E-05,0.0861,0.377,123.201,241293,4
Baby Keem,The Melodic Blue (Deluxe),bank account (with Lil Uzi Vert),5BvfdAtqZXGbR3Ub1Bejb6,0.859,0.721,11,-3.369,0,0.237,0.011,0,0.484,0.689,148.015,214240,4
Baby Keem,The Melodic Blue (Deluxe),fine china,2wpE9PWcfiTV3XQY15rtg6,0.931,0.306,8,-9.031,1,0.0828,0.718,8.14E-06,0.0947,0.538,111.98,128584,4
Baby Keem,The Melodic Blue (Deluxe),Patience Interlude,24xpL4l70GDGIVFIxLbW8s,0.54,0.44,10,-6.522,1,0.0368,0.884,0,0.11,0.368,80.913,141954,4
Baby Keem,The Melodic Blue (Deluxe),a life of pain,1Is8hGpkGMiePASAxBluxM,0.701,0.782,1,-4.987,1,0.138,0.0918,2.31E-06,0.124,0.57,94.03,156040,4
Baby Keem,The Melodic Blue (Deluxe),no sense,1Is8hGpkGMiePASAxBluxM,0.701,0.782,1,-4.987,1,0.138,0.0918,2.31E-06,0.124,0.57,94.03,156040,4
Baby Keem,The Melodic Blue (Deluxe),lost souls (with Brent Faiyaz),02rdXe0KhMe8p6ZHzYtuw0,0.649,0.347,1,-7.67,0,0.404,0.485,3.24E-05,0.154,0.176,169.994,269728,4
Baby Keem,The Melodic Blue (Deluxe),cocoa (with Don Toliver),3OEjvmEBRrdTYbbrkiXG8a,0.822,0.696,9,-5.8,0,0.118,0.0413,0,0.0795,0.57,153.99,229608,4
